FraudFound_P,PolicyNumber,Age,RepNumber,MonthClaimed,Month,DayOfWeek,Make,DayOfWeekClaimed,WeekOfMonth,WeekOfMonthClaimed
0,-1.7211552905439098,-0.21166022484775063,0.3297386524419026,9,0,4,2,5,0.16419929081316983,-1.3454080465806197
0,-1.720930640633247,1.4189430379511794,0.11233784772776978,1,0,0,13,6,0.16419929081316983,0.2430603947710248
0,-1.7207059907225841,0.6777597366789385,1.1993418712984338,9,8,0,13,1,0.9408720099355862,1.037294615446847
0,-1.720481340811921,-0.9528435261199916,-0.9746661758428942,7,6,6,13,1,0.9408720099355862,1.037294615446847
1,-1.7202566909012582,-1.3975535068833362,-0.9746661758428942,5,5,3,6,7,0.16419929081316983,1.037294615446847
1,-1.7200320409905954,0.7518780668061626,0.9819410665843009,2,5,2,6,7,0.9408720099355862,-0.5511738259047975
0,-1.7198073910799323,0.3812864161700421,-0.10506295698636302,7,6,5,13,6,0.9408720099355862,1.037294615446847
0,-1.7195827411692695,0.6777597366789385,-0.32246376170049584,3,2,1,9,7,0.16419929081316983,0.2430603947710248
0,-1.7193580912586066,-0.7304885357383193,-0.7572653711287615,7,6,0,6,5,0.9408720099355862,1.8315288361226694
0,-1.7191334413479438,-0.21166022484775063,0.5471394571560354,10,9,0,0,2,-0.6124734283092464,-0.5511738259047975
0,-1.7189087914372807,-2.9540384395550423,1.4167426760125665,9,8,1,6,7,-1.3891461474316629,1.037294615446847
0,-1.7186841415266179,-0.9528435261199916,-0.9746661758428942,9,8,6,2,2,-1.3891461474316629,-0.5511738259047975
0,-1.718459491615955,-0.7304885357383193,-0.7572653711287615,10,9,1,17,2,-1.3891461474316629,0.2430603947710248
0,-1.718234841705292,0.6777597366789385,-0.5398645664146287,5,11,5,13,1,-0.6124734283092464,1.037294615446847
0,-1.718010191794629,-2.9540384395550423,-1.192066980557027,5,9,3,6,1,0.9408720099355862,0.2430603947710248
0,-1.7177855418839663,-1.0269618562472156,0.9819410665843009,8,3,1,17,6,1.7175447290580024,-1.3454080465806197
0,-1.7175608919733032,0.6036414065517144,-1.6268685899852926,3,2,0,13,6,-1.3891461474316629,-0.5511738259047975
0,-1.7173362420626404,-0.6563702056110952,-0.5398645664146287,5,2,0,9,2,0.9408720099355862,-0.5511738259047975
0,-1.7171115921519775,0.01069476553392166,1.6341434807266995,8,7,0,11,1,0.16419929081316983,0.2430603947710248
0,-1.7168869422413144,1.863653018714524,0.7645402618701682,2,1,4,9,2,0.9408720099355862,1.8315288361226694
0,-1.7166622923306516,1.7895346885873,-0.7572653711287615,5,4,3,17,6,-1.3891461474316629,-1.3454080465806197
0,-1.7164376424199888,1.122469717442283,0.7645402618701682,5,4,3,6,7,-1.3891461474316629,-1.3454080465806197
0,-1.7162129925093257,0.30716808604281803,1.6341434807266995,5,4,3,6,7,-1.3891461474316629,-1.3454080465806197
0,-1.7159883425986628,-0.9528435261199916,0.11233784772776978,5,4,5,9,5,-1.3891461474316629,-1.3454080465806197
0,-1.715763692688,-0.8787251959927674,-0.7572653711287615,5,11,4,2,2,0.9408720099355862,1.8315288361226694
0,-1.7155390427773372,0.5295230764244904,-0.32246376170049584,5,4,1,6,6,-1.3891461474316629,-1.3454080465806197
0,-1.715314392866674,1.4930613680784035,0.7645402618701682,9,0,2,9,6,1.7175447290580024,-1.3454080465806197
0,-1.7150897429560112,-0.508133545356647,0.11233784772776978,2,1,2,5,7,-1.3891461474316629,1.037294615446847
0,-1.7148650930453484,-0.9528435261199916,-1.6268685899852926,5,10,5,2,2,0.9408720099355862,-1.3454080465806197
0,-1.7146404431346853,0.5295230764244904,0.7645402618701682,4,3,0,6,6,-0.6124734283092464,0.2430603947710248
0,-1.7144157932240225,-0.8046068658655434,1.6341434807266995,4,3,0,7,6,-0.6124734283092464,0.2430603947710248
0,-1.7141911433133596,-0.508133545356647,0.3297386524419026,8,3,2,17,1,0.9408720099355862,-1.3454080465806197
0,-1.7139664934026966,-0.13754189472052653,0.9819410665843009,5,4,6,13,7,0.16419929081316983,0.2430603947710248
0,-1.7137418434920337,-0.21166022484775063,-0.5398645664146287,5,4,4,9,1,0.16419929081316983,1.037294615446847
0,-1.713517193581371,-0.28577855497497473,0.9819410665843009,1,2,0,2,5,-0.6124734283092464,0.2430603947710248
0,-1.7132925436707078,0.30716808604281803,0.11233784772776978,4,9,5,17,1,1.7175447290580024,-1.3454080465806197
0,-1.713067893760045,-2.9540384395550423,-0.5398645664146287,5,2,6,6,2,-1.3891461474316629,-1.3454080465806197
0,-1.7128432438493821,-0.9528435261199916,-0.9746661758428942,8,2,5,2,6,-0.6124734283092464,-1.3454080465806197
0,-1.712618593938719,-0.9528435261199916,1.1993418712984338,9,8,5,17,7,0.9408720099355862,1.037294615446847
0,-1.7123939440280562,-0.06342356459330244,-1.6268685899852926,9,8,3,9,7,0.9408720099355862,1.037294615446847
0,-1.7121692941173934,2.5307179898595407,0.9819410665843009,11,10,2,13,2,1.7175447290580024,1.8315288361226694
0,-1.7119446442067305,-1.249316846628888,-0.10506295698636302,11,10,3,6,2,0.9408720099355862,1.037294615446847
0,-1.7117199942960675,-1.1010801863744397,-1.40946778527116,11,10,3,6,6,0.9408720099355862,1.037294615446847
0,-1.7114953443854046,-0.13754189472052653,0.9819410665843009,5,4,6,13,7,-0.6124734283092464,-0.5511738259047975
0,-1.7112706944747418,0.08481309566114575,1.6341434807266995,5,4,4,6,2,-0.6124734283092464,1.037294615446847
0,-1.7110460445640787,-0.13754189472052653,0.9819410665843009,2,1,2,13,2,0.9408720099355862,1.8315288361226694
1,-1.7108213946534159,-0.43401521522942293,-0.32246376170049584,5,9,4,6,1,-0.6124734283092464,0.2430603947710248
0,-1.710596744742753,1.5671796982056276,1.4167426760125665,9,8,5,6,5,-0.6124734283092464,-0.5511738259047975
1,-1.71037209483209,-0.13754189472052653,-0.32246376170049584,5,9,0,17,6,-0.6124734283092464,-1.3454080465806197
0,-1.7101474449214271,0.01069476553392166,-0.9746661758428942,5,4,4,17,2,0.16419929081316983,1.037294615446847
0,-1.7099227950107643,0.08481309566114575,0.7645402618701682,5,9,1,13,7,0.16419929081316983,1.037294615446847
0,-1.7096981451001012,-0.28577855497497473,0.3297386524419026,5,4,0,13,2,0.9408720099355862,1.8315288361226694
1,-1.7094734951894384,-0.6563702056110952,-1.40946778527116,5,9,5,2,7,0.16419929081316983,-0.5511738259047975
0,-1.7092488452787755,-0.3598968851021988,0.3297386524419026,5,4,2,13,2,1.7175447290580024,1.8315288361226694
0,-1.7090241953681127,-0.21166022484775063,1.1993418712984338,4,4,0,5,2,0.9408720099355862,-1.3454080465806197
0,-1.7087995454574496,1.122469717442283,1.1993418712984338,5,4,4,9,6,-1.3891461474316629,-0.5511738259047975
0,-1.7085748955467868,-0.6563702056110952,0.7645402618701682,5,4,5,13,5,-1.3891461474316629,-1.3454080465806197
0,-1.708350245636124,-0.8787251959927674,-0.7572653711287615,3,2,0,3,3,0.16419929081316983,0.2430603947710248
0,-1.7081255957254609,-0.8787251959927674,0.5471394571560354,2,1,1,9,5,-1.3891461474316629,-1.3454080465806197
0,-1.707900945814798,0.30716808604281803,0.5471394571560354,1,9,3,13,5,0.9408720099355862,-0.5511738259047975
0,-1.7076762959041352,0.5295230764244904,-1.6268685899852926,11,6,4,2,5,-1.3891461474316629,1.037294615446847
0,-1.707451645993472,0.01069476553392166,1.6341434807266995,8,7,4,6,1,-1.3891461474316629,-1.3454080465806197
0,-1.7072269960828093,-1.249316846628888,-0.9746661758428942,12,8,5,17,1,-0.6124734283092464,-1.3454080465806197
0,-1.7070023461721464,-0.6563702056110952,-0.5398645664146287,9,8,1,13,5,-0.6124734283092464,-0.5511738259047975
0,-1.7067776962614833,-0.3598968851021988,0.11233784772776978,3,9,4,6,5,0.9408720099355862,1.8315288361226694
1,-1.7065530463508205,1.1965880475695072,0.3297386524419026,5,9,4,0,6,0.9408720099355862,-0.5511738259047975
0,-1.7063283964401577,0.7518780668061626,-1.40946778527116,5,2,1,2,7,0.9408720099355862,-1.3454080465806197
0,-1.7061037465294946,-1.7681451575194567,-1.40946778527116,5,2,5,6,7,-0.6124734283092464,-0.5511738259047975
0,-1.7058790966188317,-0.5822518754838711,0.7645402618701682,10,9,5,13,6,1.7175447290580024,1.8315288361226694
0,-1.705654446708169,-0.8787251959927674,-0.9746661758428942,2,1,1,13,6,-0.6124734283092464,1.8315288361226694
1,-1.705429796797506,2.0860080090961963,0.11233784772776978,3,9,1,9,7,1.7175447290580024,-1.3454080465806197
1,-1.705205146886843,-2.9540384395550423,-0.32246376170049584,3,2,0,6,1,-1.3891461474316629,0.2430603947710248
0,-1.7049804969761801,-2.9540384395550423,-0.10506295698636302,8,3,0,6,1,-1.3891461474316629,0.2430603947710248
0,-1.7047558470655173,-1.6199084972650084,0.7645402618701682,11,10,6,6,2,-0.6124734283092464,0.2430603947710248
0,-1.7045311971548542,-0.7304885357383193,-1.40946778527116,7,6,1,13,2,0.16419929081316983,0.2430603947710248
0,-1.7043065472441914,0.8259963969333867,-1.6268685899852926,1,0,5,6,6,0.9408720099355862,1.037294615446847
0,-1.7040818973335286,-1.323435176756112,-0.5398645664146287,4,3,3,17,2,-0.6124734283092464,-0.5511738259047975
0,-1.7038572474228655,-1.0269618562472156,1.6341434807266995,4,3,2,13,2,-0.6124734283092464,-0.5511738259047975
0,-1.7036325975122026,0.9742330571878349,1.4167426760125665,8,4,2,3,2,0.9408720099355862,-1.3454080465806197
0,-1.7034079476015398,-0.13754189472052653,0.9819410665843009,5,4,3,9,6,0.9408720099355862,1.8315288361226694
0,-1.7031832976908767,-0.9528435261199916,0.11233784772776978,5,4,3,2,2,0.9408720099355862,1.037294615446847
0,-1.7029586477802139,-0.8046068658655434,1.1993418712984338,10,9,1,6,6,0.9408720099355862,1.037294615446847
0,-1.702733997869551,-0.5822518754838711,0.3297386524419026,6,5,0,13,1,-0.6124734283092464,-0.5511738259047975
0,-1.702509347958888,-1.6199084972650084,1.1993418712984338,1,0,4,6,1,0.9408720099355862,1.037294615446847
0,-1.7022846980482251,1.4930613680784035,-0.5398645664146287,11,10,4,13,5,0.16419929081316983,1.037294615446847
0,-1.7020600481375623,0.9742330571878349,0.7645402618701682,11,10,0,5,1,0.16419929081316983,0.2430603947710248
0,-1.7018353982268994,-0.8046068658655434,1.6341434807266995,1,0,5,6,1,-1.3891461474316629,-0.5511738259047975
0,-1.7016107483162364,-0.8046068658655434,-0.5398645664146287,8,7,3,13,2,-0.6124734283092464,-0.5511738259047975
0,-1.7013860984055735,0.08481309566114575,0.11233784772776978,8,7,1,17,6,-0.6124734283092464,1.037294615446847
0,-1.7011614484949107,-0.8046068658655434,0.11233784772776978,8,3,1,17,7,0.9408720099355862,-1.3454080465806197
0,-1.7009367985842476,0.15893142578836986,-1.40946778527116,5,2,6,11,5,0.9408720099355862,-1.3454080465806197
0,-1.7007121486735848,-0.43401521522942293,0.11233784772776978,4,10,0,17,1,1.7175447290580024,-1.3454080465806197
0,-1.700487498762922,0.8259963969333867,0.5471394571560354,6,5,1,6,6,0.16419929081316983,0.2430603947710248
0,-1.7002628488522589,-0.5822518754838711,-1.192066980557027,6,6,1,13,6,0.9408720099355862,-1.3454080465806197
0,-1.700038198941596,0.9001147270606108,0.3297386524419026,8,3,1,2,1,1.7175447290580024,-1.3454080465806197
0,-1.6998135490309332,1.5671796982056276,-0.10506295698636302,4,3,4,17,1,0.16419929081316983,0.2430603947710248
0,-1.6995888991202701,-1.1010801863744397,-1.6268685899852926,4,3,6,17,1,0.16419929081316983,1.037294615446847
0,-1.6993642492096073,0.08481309566114575,-0.5398645664146287,10,9,4,9,1,-1.3891461474316629,-1.3454080465806197
0,-1.6991395992989444,-0.508133545356647,0.3297386524419026,12,11,2,9,6,0.16419929081316983,0.2430603947710248
1,-1.6989149493882816,-0.06342356459330244,-1.6268685899852926,9,2,1,17,6,-1.3891461474316629,0.2430603947710248
0,-1.6986902994776185,-0.7304885357383193,0.9819410665843009,7,6,5,0,5,-1.3891461474316629,-0.5511738259047975
0,-1.6984656495669557,0.7518780668061626,1.4167426760125665,9,8,1,9,2,0.9408720099355862,1.037294615446847
0,-1.6982409996562928,-0.6563702056110952,-0.10506295698636302,5,4,1,13,1,-0.6124734283092464,-0.5511738259047975
0,-1.6980163497456298,-1.249316846628888,-0.10506295698636302,5,4,5,13,6,-0.6124734283092464,-0.5511738259047975
0,-1.697791699834967,-0.6563702056110952,0.3297386524419026,5,4,5,13,1,-0.6124734283092464,-0.5511738259047975
0,-1.697567049924304,0.7518780668061626,-1.40946778527116,11,11,5,6,2,0.9408720099355862,-1.3454080465806197
0,-1.697342400013641,-0.508133545356647,-0.10506295698636302,5,4,2,6,2,1.7175447290580024,1.8315288361226694
0,-1.6971177501029782,-0.7304885357383193,-0.5398645664146287,4,4,3,0,6,1.7175447290580024,-1.3454080465806197
0,-1.6968931001923153,0.30716808604281803,0.9819410665843009,4,4,1,9,5,1.7175447290580024,-1.3454080465806197
0,-1.6966684502816523,0.45540474629726624,0.9819410665843009,4,4,6,2,6,0.9408720099355862,1.037294615446847
0,-1.6964438003709894,-0.6563702056110952,0.5471394571560354,4,4,2,6,7,1.7175447290580024,-1.3454080465806197
0,-1.6962191504603266,0.6036414065517144,-0.7572653711287615,5,4,0,6,1,1.7175447290580024,1.8315288361226694
1,-1.6959945005496635,-0.508133545356647,0.7645402618701682,5,2,0,2,1,-0.6124734283092464,-0.5511738259047975
0,-1.6957698506390007,-2.9540384395550423,-1.192066980557027,5,4,5,6,7,0.9408720099355862,1.037294615446847
0,-1.6955452007283378,-0.21166022484775063,-0.7572653711287615,5,4,0,2,7,0.9408720099355862,1.037294615446847
0,-1.695320550817675,0.23304975591559393,-1.192066980557027,5,4,0,17,5,0.9408720099355862,1.037294615446847
0,-1.695095900907012,-0.5822518754838711,1.1993418712984338,5,4,6,17,2,-0.6124734283092464,1.037294615446847
0,-1.694871250996349,1.2707063776967313,-0.9746661758428942,5,4,4,17,5,-0.6124734283092464,-0.5511738259047975
0,-1.6946466010856862,1.863653018714524,-0.10506295698636302,5,4,0,6,2,0.16419929081316983,0.2430603947710248
0,-1.6944219511750231,-0.9528435261199916,0.7645402618701682,11,10,2,17,2,-0.6124734283092464,-0.5511738259047975
0,-1.6941973012643603,0.15893142578836986,-0.5398645664146287,6,8,0,12,7,0.9408720099355862,-0.5511738259047975
0,-1.6939726513536975,1.2707063776967313,-0.32246376170049584,9,8,4,6,2,0.16419929081316983,1.037294615446847
0,-1.6937480014430344,-0.5822518754838711,-1.40946778527116,8,7,0,13,7,0.9408720099355862,1.8315288361226694
0,-1.6935233515323715,-0.8046068658655434,-0.32246376170049584,8,7,2,9,2,-1.3891461474316629,0.2430603947710248
0,-1.6932987016217087,-0.28577855497497473,-1.40946778527116,4,3,1,18,6,-0.6124734283092464,1.037294615446847
0,-1.6930740517110456,-0.8787251959927674,-1.40946778527116,4,3,1,17,2,-0.6124734283092464,-0.5511738259047975
0,-1.6928494018003828,-0.5822518754838711,1.1993418712984338,4,3,1,6,6,-1.3891461474316629,-0.5511738259047975
0,-1.69262475188972,-0.508133545356647,-1.6268685899852926,4,3,3,2,5,-1.3891461474316629,-0.5511738259047975
0,-1.6924001019790569,-0.21166022484775063,-1.6268685899852926,4,3,5,15,7,-0.6124734283092464,-0.5511738259047975
0,-1.692175452068394,-1.0269618562472156,1.6341434807266995,4,4,5,6,7,1.7175447290580024,-1.3454080465806197
0,-1.6919508021577312,0.9742330571878349,-0.7572653711287615,5,4,3,2,7,0.16419929081316983,0.2430603947710248
0,-1.6917261522470683,0.9742330571878349,0.7645402618701682,5,4,2,11,6,0.16419929081316983,0.2430603947710248
0,-1.6915015023364053,2.5307179898595407,-0.10506295698636302,5,4,1,5,6,0.16419929081316983,0.2430603947710248
0,-1.6912768524257424,0.7518780668061626,-1.192066980557027,6,6,5,13,5,0.16419929081316983,1.037294615446847
0,-1.6910522025150796,-0.9528435261199916,-1.192066980557027,7,6,4,9,1,-0.6124734283092464,-0.5511738259047975
0,-1.6908275526044165,0.6036414065517144,-0.32246376170049584,4,2,3,17,6,-0.6124734283092464,-1.3454080465806197
0,-1.6906029026937537,1.122469717442283,-1.40946778527116,5,4,3,2,6,-1.3891461474316629,-1.3454080465806197
0,-1.6903782527830908,0.6036414065517144,0.3297386524419026,5,4,3,13,7,-1.3891461474316629,-1.3454080465806197
0,-1.6901536028724278,-2.9540384395550423,-0.10506295698636302,5,4,1,6,7,-1.3891461474316629,-0.5511738259047975
0,-1.689928952961765,1.048351387315059,0.3297386524419026,5,2,4,13,1,1.7175447290580024,-0.5511738259047975
0,-1.689704303051102,-0.28577855497497473,1.1993418712984338,5,4,2,2,2,-1.3891461474316629,-1.3454080465806197
1,-1.689479653140439,0.23304975591559393,0.3297386524419026,5,2,1,9,2,-0.6124734283092464,-1.3454080465806197
0,-1.6892550032297762,0.08481309566114575,-1.6268685899852926,5,2,0,9,6,1.7175447290580024,-1.3454080465806197
0,-1.6890303533191133,0.6036414065517144,-0.5398645664146287,4,3,5,17,7,0.9408720099355862,1.037294615446847
1,-1.6888057034084503,-1.0269618562472156,1.1993418712984338,5,2,5,2,2,0.16419929081316983,-0.5511738259047975
0,-1.6885810534977874,0.23304975591559393,-1.6268685899852926,4,3,3,17,2,-0.6124734283092464,0.2430603947710248
1,-1.6883564035871246,-0.06342356459330244,0.9819410665843009,5,2,4,6,2,0.16419929081316983,-1.3454080465806197
0,-1.6881317536764617,0.6777597366789385,-0.9746661758428942,4,3,0,2,7,-1.3891461474316629,-0.5511738259047975
0,-1.6879071037657987,-0.21166022484775063,1.1993418712984338,11,3,2,6,2,-1.3891461474316629,0.2430603947710248
0,-1.6876824538551358,-0.28577855497497473,-1.6268685899852926,12,1,6,9,5,-1.3891461474316629,-0.5511738259047975
0,-1.687457803944473,0.9001147270606108,-0.9746661758428942,8,7,3,13,1,-1.3891461474316629,-0.5511738259047975
0,-1.68723315403381,-0.8046068658655434,1.6341434807266995,5,2,2,13,2,0.9408720099355862,-0.5511738259047975
0,-1.687008504123147,-0.13754189472052653,0.3297386524419026,5,2,0,9,2,0.9408720099355862,-1.3454080465806197
0,-1.6867838542124842,-0.43401521522942293,-1.40946778527116,5,2,1,9,6,0.9408720099355862,-1.3454080465806197
0,-1.6865592043018212,-2.9540384395550423,1.1993418712984338,5,2,1,6,1,0.9408720099355862,-0.5511738259047975
0,-1.6863345543911583,0.08481309566114575,-0.5398645664146287,12,11,1,6,6,-1.3891461474316629,-1.3454080465806197
1,-1.6861099044804955,0.08481309566114575,1.6341434807266995,5,2,0,13,6,0.16419929081316983,0.2430603947710248
0,-1.6858852545698324,1.7895346885873,1.4167426760125665,9,0,2,13,6,0.9408720099355862,-1.3454080465806197
1,-1.6856606046591696,-0.9528435261199916,0.5471394571560354,5,2,2,13,2,0.16419929081316983,-0.5511738259047975
0,-1.6854359547485067,-1.1010801863744397,-0.7572653711287615,11,11,0,9,2,1.7175447290580024,-1.3454080465806197
0,-1.6852113048378439,-1.3975535068833362,-0.7572653711287615,11,10,2,17,6,-1.3891461474316629,-0.5511738259047975
0,-1.6849866549271808,-0.6563702056110952,1.6341434807266995,8,2,5,13,7,0.9408720099355862,0.2430603947710248
0,-1.684762005016518,-0.06342356459330244,-1.192066980557027,1,0,1,13,2,0.16419929081316983,0.2430603947710248
0,-1.6845373551058551,-0.21166022484775063,-1.6268685899852926,4,3,6,6,2,0.9408720099355862,1.8315288361226694
0,-1.684312705195192,0.08481309566114575,0.5471394571560354,4,3,1,0,6,0.16419929081316983,0.2430603947710248
0,-1.6840880552845292,-0.21166022484775063,1.6341434807266995,2,1,4,13,7,-0.6124734283092464,0.2430603947710248
0,-1.6838634053738664,-0.8787251959927674,-0.32246376170049584,7,6,2,9,2,0.9408720099355862,1.037294615446847
0,-1.6836387554632033,1.2707063776967313,0.7645402618701682,12,6,0,2,2,-1.3891461474316629,-0.5511738259047975
0,-1.6834141055525405,1.5671796982056276,0.11233784772776978,7,6,0,17,6,-1.3891461474316629,0.2430603947710248
0,-1.6831894556418776,2.1601263392234205,-1.192066980557027,5,4,5,9,6,1.7175447290580024,1.8315288361226694
0,-1.6829648057312145,2.011889678968972,0.5471394571560354,4,4,5,6,5,1.7175447290580024,-0.5511738259047975
0,-1.6827401558205517,0.9001147270606108,-1.6268685899852926,4,3,4,2,2,-1.3891461474316629,-1.3454080465806197
0,-1.6825155059098889,-1.249316846628888,1.4167426760125665,12,5,1,17,5,0.9408720099355862,-1.3454080465806197
0,-1.6822908559992258,-0.13754189472052653,-1.40946778527116,7,6,6,13,1,0.9408720099355862,1.037294615446847
0,-1.682066206088563,-0.5822518754838711,0.9819410665843009,5,4,1,17,7,-0.6124734283092464,-0.5511738259047975
0,-1.6818415561779,-1.0269618562472156,0.11233784772776978,5,4,1,6,6,-0.6124734283092464,-0.5511738259047975
0,-1.6816169062672373,1.2707063776967313,-0.9746661758428942,5,4,1,17,6,-0.6124734283092464,-0.5511738259047975
0,-1.6813922563565742,-0.8046068658655434,-1.40946778527116,10,9,1,13,2,0.16419929081316983,0.2430603947710248
0,-1.6811676064459113,-1.0269618562472156,-0.7572653711287615,11,10,5,15,7,0.16419929081316983,1.037294615446847
0,-1.6809429565352485,-0.7304885357383193,1.1993418712984338,11,10,5,18,6,0.16419929081316983,1.8315288361226694
1,-1.6807183066245854,0.08481309566114575,-1.6268685899852926,5,2,4,13,7,0.9408720099355862,-1.3454080465806197
0,-1.6804936567139226,1.863653018714524,1.1993418712984338,11,10,6,13,5,0.9408720099355862,1.037294615446847
0,-1.6802690068032597,-0.508133545356647,0.9819410665843009,7,6,1,13,5,-0.6124734283092464,1.037294615446847
0,-1.6800443568925967,0.30716808604281803,0.3297386524419026,1,0,0,9,1,-0.6124734283092464,-0.5511738259047975
1,-1.6798197069819338,-1.0269618562472156,0.7645402618701682,5,2,4,2,2,0.9408720099355862,-1.3454080465806197
